WEX Fleet - Transaction detail - Account 0496-00-812 WESTBROOK PLUMBING & HEATING
Posting period 01/01/2026 - 06/30/2026

Transaction Date,Card Last 4,Vehicle ID,Merchant,City,State/Prov,Product,Quantity,UOM,Unit Price (USD),Amount (USD)
05/28/2026 12:53,5980,VAN25,Maplefields,Williston,VT,UNLEADED REG,22.713,GAL,3.371,76.57
05/29/2026 13:42,7584,VAN26,Petro-Canada,Saint-Jean-sur-Richelieu,QC,UNLEADED REG,95.14,LTR,1.062,101.04
05/29/2026 15:17,5330,VAN23,Champlain Farms,S Burlington,VT,UNLEADED REG,23.996,GAL,3.543,85.02
05/30/2026 09:13,3996,VAN30,Stewart's Shops #312,Burlington,VT,UNLEADED REG,20.266,GAL,3.291,66.70
06/03/2026 09:04,8299,TRUCK27,Sunoco 0441,Plattsburgh,NY,DIESEL #2,33.221,GAL,4.147,137.77
06/03/2026 11:37,8221,VAN29,Sunoco 0441,Plattsburgh,NY,MERCHANDISE,1,EA,11.140,11.14
06/03/2026 15:44,8937,VAN22,Irving Oil,St Albans,VT,UNLEADED REG,23.239,GAL,3.111,72.30
06/04/2026 15:13,7584,VAN26,Maplefields,Williston,VT,UNLEADED REG,23.771,GAL,3.324,79.01
06/04/2026 15:33,6042,VAN21,Champlain Farms,S Burlington,VT,UNLEADED REG,18.267,GAL,3.137,57.30
06/04/2026 17:25,8221,VAN29,Stewart's Shops #312,Burlington,VT,UNLEADED REG,31.376,GAL,3.100,97.27
06/05/2026 07:18,6445,TRUCK28,Mobil Mart,Essex Jct,VT,MERCHANDISE,1,EA,21.000,21.00
06/05/2026 11:24,3996,VAN30,Sunoco 0441,Plattsburgh,NY,UNLEADED REG,21.599,GAL,3.727,80.50
06/05/2026 12:15,5980,VAN25,Irving Oil,St Albans,VT,UNLEADED REG,23.411,GAL,3.297,77.19
06/06/2026 09:12,6445,TRUCK28,Champlain Farms,S Burlington,VT,DIESEL #2,27.94,GAL,4.094,114.39
06/09/2026 09:51,8937,VAN22,Maplefields,Williston,VT,UNLEADED REG,20.14,GAL,3.111,62.66
06/09/2026 12:24,5330,VAN23,Sunoco 0441,Plattsburgh,NY,UNLEADED REG,25.573,GAL,3.152,80.61
06/10/2026 08:06,7584,VAN26,Esso,Granby,QC,UNLEADED REG,97.46,LTR,0.980,95.51
06/10/2026 15:39,3996,VAN30,Mobil Mart,Essex Jct,VT,MERCHANDISE,1,EA,13.320,13.32
06/11/2026 06:14,6042,VAN21,Sunoco 0441,Plattsburgh,NY,UNLEADED REG,21.446,GAL,3.188,68.37
06/11/2026 16:53,8221,VAN29,Maplefields,Williston,VT,UNLEADED REG,26.04,GAL,3.741,97.42
06/12/2026 07:09,8299,TRUCK27,Champlain Farms,S Burlington,VT,DIESEL #2,32.861,GAL,3.840,126.19
06/12/2026 07:32,3996,VAN30,Champlain Farms,S Burlington,VT,UNLEADED REG,21.893,GAL,3.736,81.79
06/12/2026 12:57,5980,VAN25,Champlain Farms,S Burlington,VT,UNLEADED REG,20.225,GAL,3.622,73.25
06/12/2026 15:40,5980,VAN25,Champlain Farms,S Burlington,VT,CAR WASH,1,EA,18.000,18.00
06/12/2026 17:58,3996,VAN30,Champlain Farms,S Burlington,VT,CAR WASH,1,EA,14.000,14.00
06/15/2026 10:33,8937,VAN22,Stewart's Shops #312,Burlington,VT,UNLEADED REG,19.905,GAL,3.241,64.51
06/15/2026 12:48,7584,VAN26,Champlain Farms,S Burlington,VT,UNLEADED REG,19.945,GAL,3.043,60.69
06/15/2026 14:16,7584,VAN26,Stewart's Shops #312,Burlington,VT,CAR WASH,1,EA,14.000,14.00
06/17/2026 08:53,6445,TRUCK28,Stewart's Shops #312,Burlington,VT,DIESEL #2,32.049,GAL,4.261,136.56
06/17/2026 10:18,8937,VAN22,Irving Oil,St Albans,VT,CAR WASH,1,EA,12.000,12.00
06/18/2026 06:09,5330,VAN23,Irving Oil,St Albans,VT,UNLEADED REG,27.354,GAL,3.120,85.34
06/18/2026 07:00,8221,VAN29,Irving Oil,St Albans,VT,UNLEADED REG,26.534,GAL,3.387,89.87
06/18/2026 15:01,6042,VAN21,Irving Oil,St Albans,VT,UNLEADED REG,21.111,GAL,3.689,77.88
06/19/2026 08:03,7584,VAN26,Petro-Canada,Saint-Jean-sur-Richelieu,QC,UNLEADED REG,89.48,LTR,1.058,94.67
06/19/2026 09:28,3996,VAN30,Sunoco 0441,Plattsburgh,NY,UNLEADED REG,21.038,GAL,3.288,69.17
06/22/2026 09:53,8937,VAN22,Stewart's Shops #312,Burlington,VT,UNLEADED REG,22.015,GAL,3.459,76.15
06/22/2026 10:17,5980,VAN25,Sunoco 0441,Plattsburgh,NY,UNLEADED REG,25.031,GAL,3.044,76.19
06/23/2026 08:43,8299,TRUCK27,Irving Oil,St Albans,VT,DIESEL #2,34.286,GAL,4.295,147.26
06/23/2026 09:57,8221,VAN29,Champlain Farms,S Burlington,VT,CAR WASH,1,EA,14.000,14.00
06/24/2026 10:51,5330,VAN23,Champlain Farms,S Burlington,VT,CAR WASH,1,EA,14.000,14.00
06/25/2026 08:53,7584,VAN26,Stewart's Shops #312,Burlington,VT,UNLEADED REG,24.891,GAL,3.644,90.70
06/25/2026 10:12,5980,VAN25,Champlain Farms,S Burlington,VT,MERCHANDISE,1,EA,19.060,19.06
06/25/2026 14:46,6042,VAN21,Mobil Mart,Essex Jct,VT,UNLEADED REG,19.188,GAL,3.542,67.96
06/26/2026 07:41,8221,VAN29,Champlain Farms,S Burlington,VT,UNLEADED REG,29.681,GAL,3.765,111.75
06/26/2026 15:41,5330,VAN23,Mobil Mart,Essex Jct,VT,UNLEADED REG,22.476,GAL,3.695,83.05
06/26/2026 15:55,3996,VAN30,Maplefields,Williston,VT,UNLEADED REG,21.765,GAL,3.682,80.14
06/27/2026 09:25,6445,TRUCK28,Mobil Mart,Essex Jct,VT,DIESEL #2,29.779,GAL,3.855,114.80
06/27/2026 11:18,8937,VAN22,Champlain Farms,S Burlington,VT,UNLEADED REG,19.613,GAL,3.425,67.17
06/29/2026 06:27,5980,VAN25,Sunoco 0441,Plattsburgh,NY,UNLEADED REG,23.174,GAL,3.772,87.41
06/29/2026 08:17,6042,VAN21,Irving Oil,St Albans,VT,CAR WASH,1,EA,18.000,18.00
06/30/2026 14:01,7584,VAN26,Stewart's Shops #312,Burlington,VT,UNLEADED REG,20.135,GAL,3.368,67.81
