order_id,order_date,region,product_line,amount
SO-10477,2026-04-11,East,Subscriptions,$779.40
SO-10478,11 Apr 2026,North,Hardware,"$5,219.65"
SO-10479,2026-04-12,West,Hardware,"$1,634.93"
SO-10480,12 Apr 2026,South,Services,"$2,406.66"
SO-10481,04/12/2026,North,Hardware,"$5,943.14"
SO-10482,2026-04-13,South,Subscriptions,$480.52
SO-10483,2026-04-13,South,Hardware,"$7,218.73"
SO-10459-R,13 Apr 2026,South,Hardware,"(2,213.50)"
SO-10435-R,2026-04-13,North,Services,"(5,045.17)"
SO-10484,04/13/2026,South,Subscriptions,$778.03
SO-10485,14 Apr 2026,East,Hardware,"$7,833.31"
SO-10486,04/14/2026,South,Services,$988.67
SO-10487,04/14/2026,North,Subscriptions,$916.09
SO-10488,2026-04-14,East,Hardware,"$5,893.85"
SO-10489,2026-04-14,West,Hardware,"$2,513.34"
SO-10490,14 Apr 2026,East,Subscriptions,$652.12
SO-10491,2026-04-15,South,Subscriptions,"$1,436.67"
SO-10492,04/15/2026,West,Services,"$1,723.64"
SO-10493,2026-04-15,East,Subscriptions,$833.96
SO-10494,2026-04-16,South,Subscriptions,$467.82
SO-10495,2026-04-16,North,Hardware,"$2,353.11"
SO-10496,2026-04-16,North,Subscriptions,$221.08
SO-10497,04/16/2026,North,Hardware,"$7,198.36"
SO-10498,2026-04-16,East,Hardware,"$2,187.54"
SO-10499,04/16/2026,South,Subscriptions,"$1,227.24"
SO-10500,2026-04-16,East,Subscriptions,$310.83
SO-10501,04/16/2026,West,Subscriptions,"$1,058.48"
SO-10502,2026-04-17,North,Hardware,"$6,861.80"
SO-10503,17 Apr 2026,North,Subscriptions,$618.19
SO-10504,04/17/2026,South,Subscriptions,"$1,124.23"
SO-10505,17 Apr 2026,South,Hardware,"$1,046.83"
SO-10506,17 Apr 2026,North,Subscriptions,"$1,431.77"
SO-10507,17 Apr 2026,North,Hardware,"$4,288.09"
SO-10508,04/17/2026,West,Subscriptions,$128.49
SO-10509,2026-04-18,South,Hardware,"$7,624.37"
SO-10510,04/18/2026,West,Services,$356.86
SO-10511,18 Apr 2026,East,Hardware,$962.14
SO-10512,2026-04-18,North,Services,"$1,831.43"
SO-10513,19 Apr 2026,West,Hardware,"$3,948.21"
SO-10514,04/19/2026,West,Subscriptions,"$1,080.07"
SO-10515,19 Apr 2026,North,Subscriptions,$911.10
SO-10516,19 Apr 2026,East,Subscriptions,"$1,421.45"
SO-10517,2026-04-19,West,Subscriptions,$728.06
SO-10518,19 Apr 2026,West,Subscriptions,$650.49
SO-10519,19 Apr 2026,East,Hardware,"$6,992.35"
SO-10520,19 Apr 2026,North,Subscriptions,$751.75
SO-10521,20 Apr 2026,East,Hardware,"$5,434.63"
SO-10522,2026-04-20,East,Services,"$1,366.68"
SO-10523,20 Apr 2026,North,Hardware,$929.23
SO-10524,04/20/2026,West,Subscriptions,"$1,299.98"
SO-10525,2026-04-20,South,Subscriptions,$288.96
SO-10526,04/20/2026,East,Services,"$3,101.29"
SO-10527,21 Apr 2026,East,Hardware,"$8,403.58"
SO-10528,04/21/2026,East,Services,"$1,216.24"
SO-10529,21 Apr 2026,West,Hardware,"$8,383.44"
SO-10530,2026-04-21,West,Services,"$1,762.86"
SO-10531,2026-04-21,East,Services,"$4,429.93"
SO-10532,2026-04-21,East,Hardware,"$1,299.98"
SO-10533,22 Apr 2026,East,Services,"$2,235.41"
SO-10534,04/22/2026,East,Hardware,"$2,144.21"
SO-10535,04/22/2026,South,Hardware,"$2,212.88"
SO-10536,22 Apr 2026,West,Services,"$1,882.94"
SO-10537,23 Apr 2026,East,Services,"$4,065.98"
SO-10538,2026-04-23,South,Subscriptions,"$1,317.44"
SO-10539,04/23/2026,South,Subscriptions,"$1,404.11"
SO-10540,23 Apr 2026,North,Services,"$1,421.53"
SO-10541,2026-04-24,South,Services,"$4,055.63"
SO-10542,04/24/2026,South,Services,"$1,904.21"
SO-10543,2026-04-24,North,Subscriptions,$495.32
SO-10544,24 Apr 2026,East,Hardware,"$6,396.66"
SO-10545,2026-04-24,West,Subscriptions,$844.99
SO-10546,2026-04-25,West,Subscriptions,"$1,325.06"
SO-10547,2026-04-25,East,Services,"$5,124.26"
SO-10548,2026-04-25,South,Subscriptions,$90.14
SO-10549,25 Apr 2026,North,Hardware,"$4,426.89"
SO-10550,2026-04-25,East,Hardware,"$5,527.28"
SO-10509-R,2026-04-26,South,Hardware,"(7,624.37)"
SO-10551,27 Apr 2026,East,Subscriptions,"$1,099.73"
SO-10552,2026-04-27,West,Hardware,"$5,429.32"
SO-10553,27 Apr 2026,South,Hardware,"$6,284.56"
SO-10554,27 Apr 2026,South,Hardware,"$3,583.42"
SO-10555,2026-04-27,South,Services,$885.50
SO-10556,04/28/2026,South,Subscriptions,$524.14
SO-10557,2026-04-28,North,Hardware,"$1,898.99"
SO-10558,2026-04-28,South,Hardware,"$3,057.61"
SO-10559,28 Apr 2026,North,Services,"$2,500.84"
SO-10560,28 Apr 2026,North,Subscriptions,$859.23
SO-10561,29 Apr 2026,East,Hardware,"$7,979.34"
SO-10562,29 Apr 2026,North,Subscriptions,"$1,045.77"
SO-10563,30 Apr 2026,West,Services,"$2,768.70"
SO-10564,04/30/2026,South,Subscriptions,"$1,142.73"
SO-10565,30 Apr 2026,North,Hardware,"$4,377.86"
SO-10566,05/01/2026,South,Subscriptions,$269.65
SO-10567,1 May 2026,East,Services,$357.17
SO-10568,1 May 2026,North,Subscriptions,$361.31
SO-10569,05/01/2026,South,Services,"$4,319.28"
SO-10570,05/01/2026,North,Subscriptions,"$1,288.58"
SO-10571,05/01/2026,East,Services,"$4,542.90"
SO-10572,05/01/2026,South,Subscriptions,$910.00
SO-10573,05/01/2026,North,Hardware,"$7,193.65"
SO-10574,05/01/2026,South,Subscriptions,$461.74
SO-10575,2026-05-02,East,Subscriptions,"$1,360.84"
SO-10576,2 May 2026,North,Subscriptions,$243.22
SO-10577,3 May 2026,North,Hardware,"$3,078.59"
SO-10578,05/03/2026,North,Services,"$1,151.17"
SO-10579,05/03/2026,South,Subscriptions,$593.20
SO-10580,3 May 2026,West,Subscriptions,"$1,197.47"
SO-10581,2026-05-04,East,Hardware,"$8,139.11"
SO-10582,2026-05-04,North,Hardware,"$4,602.43"
SO-10583,05/04/2026,East,Subscriptions,$143.80
SO-10584,4 May 2026,West,Hardware,"$4,469.21"
SO-10585,4 May 2026,South,Services,"$5,618.49"
SO-10586,5 May 2026,South,Services,"$5,800.70"
SO-10587,2026-05-05,South,Subscriptions,$148.65
SO-10588,5 May 2026,North,Services,"$1,942.72"
SO-10589,2026-05-05,North,Services,"$1,478.89"
SO-10590,5 May 2026,South,Subscriptions,$678.24
SO-10591,2026-05-05,West,Hardware,"$7,456.97"
SO-10592,2026-05-05,West,Hardware,"$8,420.94"
SO-10593,05/06/2026,West,Subscriptions,$524.87
SO-10594,05/06/2026,North,Services,$431.03
SO-10595,6 May 2026,West,Hardware,"$6,153.21"
SO-10596,05/06/2026,West,Subscriptions,"$1,262.96"
SO-10597,05/06/2026,West,Hardware,"$7,084.47"
SO-10598,05/06/2026,West,Subscriptions,"$1,477.45"
SO-10599,7 May 2026,East,Subscriptions,$449.51
SO-10600,7 May 2026,North,Services,"$1,766.71"
SO-10601,7 May 2026,West,Subscriptions,$302.57
SO-10602,05/08/2026,South,Services,$922.56
SO-10603,2026-05-08,East,Subscriptions,$925.38
SO-10604,05/08/2026,South,Services,"$3,029.31"
SO-10605,2026-05-08,West,Subscriptions,$571.61
SO-10606,8 May 2026,South,Hardware,"$6,068.96"
SO-10607,05/09/2026,North,Services,"$4,747.75"
SO-10608,05/09/2026,East,Services,"$2,923.26"
SO-10609,2026-05-09,South,Subscriptions,"$1,325.48"
SO-10610,9 May 2026,North,Hardware,"$2,888.62"
SO-10611,05/09/2026,North,Subscriptions,$93.75
SO-10612,05/09/2026,West,Subscriptions,"$1,080.72"
SO-10613,10 May 2026,North,Hardware,"$2,101.96"
SO-10614,10 May 2026,South,Hardware,"$5,145.68"
SO-10615,05/10/2026,East,Subscriptions,"$1,288.06"
SO-10616,2026-05-10,South,Services,"$2,187.54"
SO-10617,2026-05-10,East,Services,"$4,149.09"
SO-10618,05/10/2026,West,Services,"$1,002.41"
SO-10619,2026-05-10,West,Hardware,"$7,485.63"
SO-10620,2026-05-10,East,Subscriptions,"$1,406.18"
SO-10621,10 May 2026,East,Subscriptions,"$1,064.48"
SO-10622,05/10/2026,West,Subscriptions,"$1,008.79"
SO-10623,2026-05-11,East,Services,"$4,323.38"
SO-10624,05/11/2026,North,Services,"$1,492.13"
SO-10625,05/11/2026,East,Services,"$5,950.72"
SO-10626,11 May 2026,South,Hardware,"$8,159.22"
SO-10627,05/11/2026,East,Subscriptions,$317.54
SO-10628,2026-05-11,West,Subscriptions,$882.96
SO-10629,2026-05-12,North,Hardware,"$5,672.60"
SO-10606-R,05/12/2026,South,Hardware,"(6,068.96)"
SO-10630,2026-05-12,East,Hardware,"$4,174.91"
SO-10631,05/12/2026,West,Subscriptions,"$1,463.28"
SO-10632,2026-05-12,South,Services,"$3,604.80"
SO-10633,2026-05-13,South,Hardware,"$8,771.59"
SO-10634,05/13/2026,East,Subscriptions,$528.15
SO-10635,05/13/2026,North,Services,"$3,544.18"
SO-10636,2026-05-13,East,Services,"$2,362.16"
SO-10637,05/13/2026,East,Subscriptions,"$1,336.54"
SO-10638,2026-05-13,North,Subscriptions,"$1,418.11"
SO-10639,2026-05-14,West,Services,"$5,246.07"
SO-10640,05/14/2026,West,Hardware,"$2,057.16"
SO-10641,14 May 2026,South,Subscriptions,"$1,048.43"
SO-10642,05/14/2026,East,Hardware,"$5,063.46"
SO-10643,15 May 2026,North,Subscriptions,$267.15
SO-10644,05/15/2026,East,Subscriptions,$850.51
SO-10645,2026-05-15,South,Hardware,"$6,203.90"
SO-10646,05/15/2026,South,Hardware,"$5,539.23"
SO-10647,05/16/2026,South,Hardware,"$5,702.83"
SO-10648,05/16/2026,North,Hardware,"$7,621.19"
SO-10649,16 May 2026,North,Hardware,"$5,915.84"
SO-10650,05/16/2026,East,Hardware,"$1,740.17"
SO-10651,2026-05-16,North,Hardware,"$8,519.09"
SO-10652,2026-05-16,West,Hardware,"$4,234.79"
SO-10653,17 May 2026,West,Hardware,$948.35
SO-10654,17 May 2026,East,Hardware,"$3,135.95"
SO-10655,2026-05-17,East,Subscriptions,"$1,118.49"
SO-10656,05/18/2026,East,Subscriptions,$250.16
SO-10629-R,2026-05-20,North,Hardware,"(5,672.60)"
SO-10657,20 May 2026,West,Hardware,"$3,999.54"
SO-10658,05/20/2026,West,Hardware,$953.61
SO-10659,20 May 2026,North,Hardware,"$4,437.20"
SO-10660,2026-05-20,West,Hardware,"$8,199.78"
SO-10661,20 May 2026,East,Hardware,"$4,573.75"
SO-10662,20 May 2026,West,Subscriptions,$426.90
SO-10663,21 May 2026,West,Subscriptions,"$1,161.71"
SO-10664,2026-05-21,South,Services,"$4,117.18"
SO-10665,05/21/2026,South,Hardware,"$4,764.25"
SO-10666,2026-05-21,East,Subscriptions,$291.35
SO-10667,2026-05-21,North,Hardware,"$7,929.66"
SO-10668,05/21/2026,North,Hardware,"$3,603.58"
SO-10669,21 May 2026,South,Services,"$1,684.94"
SO-10670,2026-05-21,South,Services,"$1,941.32"
SO-10671,05/22/2026,North,Subscriptions,$683.68
SO-10672,05/22/2026,South,Hardware,"$8,423.08"
SO-10673,2026-05-22,East,Subscriptions,$891.69
SO-10674,2026-05-22,South,Hardware,"$1,619.46"
SO-10675,2026-05-22,West,Services,"$2,130.10"
SO-10676,23 May 2026,South,Services,$506.78
SO-10677,2026-05-23,West,Subscriptions,"$1,375.04"
SO-10678,23 May 2026,South,Subscriptions,"$1,102.86"
SO-10679,05/23/2026,South,Hardware,"$6,554.74"
SO-10680,2026-05-24,North,Hardware,"$6,735.02"
SO-10681,05/24/2026,East,Hardware,"$2,777.00"
SO-10682,2026-05-25,South,Hardware,"$4,232.61"
SO-10683,2026-05-25,South,Hardware,"$2,690.80"
SO-10684,05/25/2026,East,Services,$897.36
SO-10685,2026-05-25,East,Hardware,"$2,931.35"
SO-10686,2026-05-25,North,Subscriptions,$362.81
SO-10687,2026-05-25,North,Subscriptions,$239.24
SO-10688,26 May 2026,West,Hardware,"$3,390.16"
SO-10689,2026-05-26,South,Subscriptions,$739.55
SO-10690,2026-05-26,North,Services,"$2,447.80"
SO-10691,05/26/2026,North,Hardware,$690.29
SO-10692,2026-05-26,West,Services,"$2,891.76"
SO-10693,26 May 2026,North,Services,$310.40
SO-10694,2026-05-27,North,Hardware,"$4,142.88"
SO-10695,05/27/2026,East,Subscriptions,$931.10
SO-10696,27 May 2026,West,Subscriptions,$863.72
SO-10697,27 May 2026,West,Subscriptions,$823.59
SO-10698,2026-05-28,North,Subscriptions,$560.35
SO-10699,05/28/2026,East,Subscriptions,$332.87
SO-10700,2026-05-28,East,Services,"$2,259.45"
SO-10701,05/28/2026,West,Subscriptions,$125.57
SO-10702,05/29/2026,East,Hardware,"$2,130.89"
SO-10703,29 May 2026,North,Hardware,"$3,548.58"
SO-10704,2026-05-29,North,Hardware,"$4,532.93"
SO-10705,05/29/2026,North,Subscriptions,"$1,191.89"
SO-10706,2026-05-29,West,Hardware,"$3,884.40"
SO-10707,29 May 2026,South,Services,"$1,789.53"
SO-10708,05/29/2026,East,Subscriptions,$909.95
SO-10709,2026-05-29,North,Hardware,"$5,410.21"
SO-10710,30 May 2026,South,Hardware,"$7,830.34"
SO-10711,30 May 2026,West,Hardware,"$2,647.66"
SO-10712,2026-05-30,South,Hardware,"$2,822.16"
SO-10713,05/30/2026,North,Services,$923.04
SO-10714,30 May 2026,South,Subscriptions,$528.60
SO-10715,05/31/2026,East,Services,"$4,679.23"
SO-10716,05/31/2026,South,Subscriptions,"$1,057.85"
SO-10717,1 Jun 2026,North,Services,"$1,333.45"
SO-10718,06/01/2026,South,Subscriptions,$399.81
SO-10719,06/02/2026,North,Services,"$2,941.45"
SO-10720,2026-06-02,East,Hardware,"$2,254.95"
SO-10721,06/02/2026,South,Subscriptions,$769.70
SO-10722,2026-06-02,North,Subscriptions,$752.09
SO-10723,2 Jun 2026,West,Services,"$5,567.87"
SO-10724,06/03/2026,West,Hardware,"$4,748.75"
SO-10725,2026-06-03,South,Services,"$5,079.71"
SO-10726,2026-06-03,East,Hardware,"$6,711.44"
SO-10727,06/03/2026,South,Hardware,"$2,600.61"
SO-10728,2026-06-03,North,Services,"$1,296.80"
SO-10729,4 Jun 2026,North,Subscriptions,$125.15
SO-10730,2026-06-04,East,Services,$542.73
SO-10731,4 Jun 2026,East,Services,"$3,006.76"
SO-10732,2026-06-04,North,Subscriptions,$332.35
SO-10733,06/04/2026,North,Hardware,"$1,067.11"
SO-10734,2026-06-04,East,Services,"$5,415.38"
SO-10735,5 Jun 2026,West,Subscriptions,"$1,480.74"
SO-10736,5 Jun 2026,South,Hardware,"$3,909.50"
SO-10737,2026-06-05,West,Subscriptions,$436.07
SO-10738,06/05/2026,West,Subscriptions,$888.23
SO-10739,5 Jun 2026,South,Hardware,"$8,327.21"
SO-10740,5 Jun 2026,South,Services,"$4,496.26"
SO-10741,5 Jun 2026,North,Hardware,"$7,456.91"
SO-10742,5 Jun 2026,East,Hardware,"$8,341.30"
SO-10743,06/06/2026,West,Subscriptions,$884.17
SO-10744,06/06/2026,West,Subscriptions,"$1,181.90"
SO-10745,06/06/2026,West,Hardware,"$2,043.74"
SO-10746,06/06/2026,West,Hardware,"$7,882.44"
SO-10747,06/06/2026,North,Services,"$2,075.54"
SO-10748,2026-06-06,North,Subscriptions,$212.93
SO-10749,2026-06-06,North,Services,"$5,280.84"
SO-10675,2026-05-22,West,Services,"$2,130.10"
SO-10750,06/06/2026,South,Services,"$5,754.51"
SO-10751,6 Jun 2026,North,Subscriptions,"$1,228.74"
SO-10752,06/07/2026,North,Hardware,"$1,472.70"
SO-10753,7 Jun 2026,South,Services,"$3,427.96"
SO-10754,2026-06-07,West,Hardware,"$3,895.84"
SO-10755,2026-06-07,East,Hardware,"$1,957.28"
SO-10756,2026-06-07,North,Subscriptions,"$1,295.71"
SO-10757,2026-06-07,West,Services,"$2,412.18"
SO-10758,06/08/2026,East,Subscriptions,$424.47
SO-10759,2026-06-08,East,Services,"$1,805.30"
SO-10760,8 Jun 2026,East,Hardware,"$3,526.06"
SO-10761,2026-06-08,West,Subscriptions,$790.44
SO-10762,9 Jun 2026,West,Hardware,"$2,799.24"
SO-10763,9 Jun 2026,North,Hardware,"$7,336.44"
SO-10764,9 Jun 2026,North,Subscriptions,$604.92
SO-10765,06/09/2026,West,Services,"$1,992.89"
SO-10766,06/09/2026,South,Subscriptions,$524.43
SO-10767,06/09/2026,East,Subscriptions,$504.28
SO-10768,2026-06-09,North,Services,"$1,454.71"
SO-10769,9 Jun 2026,North,Hardware,"$1,308.11"
SO-10770,06/09/2026,West,Services,"$3,847.26"
SO-10771,06/09/2026,West,Subscriptions,"$1,222.75"
SO-10772,06/10/2026,North,Subscriptions,"$1,146.95"
SO-10773,10 Jun 2026,South,Subscriptions,$758.93
SO-10774,2026-06-10,West,Services,"$3,566.20"
SO-10775,2026-06-10,South,Services,$581.66
SO-10776,10 Jun 2026,South,Hardware,"$1,287.29"
SO-10777,10 Jun 2026,North,Subscriptions,"$1,218.14"
SO-10778,2026-06-10,South,Hardware,"$3,402.51"
SO-10779,2026-06-10,East,Hardware,"$5,196.76"
SO-10780,2026-06-11,West,Services,"$5,630.14"
SO-10781,2026-06-11,South,Hardware,$706.55
SO-10782,12 Jun 2026,East,Services,"$2,059.40"
SO-10783,12 Jun 2026,West,Subscriptions,"$1,420.69"
SO-10784,06/12/2026,West,Subscriptions,$130.10
SO-10785,2026-06-12,South,Services,"$2,278.23"
SO-10786,2026-06-12,North,Subscriptions,"$1,215.95"
SO-10787,13 Jun 2026,East,Subscriptions,$933.23
SO-10788,2026-06-13,South,Subscriptions,"$1,381.71"
SO-10789,2026-06-13,West,Hardware,"$6,660.01"
SO-10790,06/13/2026,East,Subscriptions,$734.01
SO-10791,2026-06-13,West,Hardware,"$1,513.54"
SO-10792,06/13/2026,West,Services,$967.71
SO-10793,06/14/2026,South,Services,"$1,026.57"
SO-10794,06/14/2026,East,Subscriptions,$652.29
SO-10795,2026-06-14,South,Services,"$2,568.75"
SO-10661,20 May 2026,East,Hardware,"$4,573.75"
SO-10796,2026-06-14,East,Subscriptions,$181.48
SO-10797,2026-06-14,North,Services,"$3,029.04"
SO-10798,14 Jun 2026,South,Hardware,"$5,652.08"
SO-10799,06/14/2026,South,Hardware,"$7,899.74"
SO-10800,06/14/2026,East,Subscriptions,$785.76
SO-10801,2026-06-14,North,Subscriptions,$687.03
SO-10802,15 Jun 2026,West,Services,"$2,572.27"
SO-10803,2026-06-15,East,Subscriptions,$457.51
SO-10804,2026-06-15,West,Hardware,"$5,461.44"
SO-10805,06/16/2026,East,Subscriptions,$296.81
SO-10806,06/16/2026,East,Services,"$3,677.67"
SO-10807,16 Jun 2026,South,Hardware,"$1,839.25"
SO-10808,2026-06-16,South,Subscriptions,$440.44
SO-10809,2026-06-17,West,Subscriptions,$472.05
SO-10810,06/17/2026,West,Subscriptions,$685.02
SO-10811,17 Jun 2026,East,Hardware,"$5,702.83"
SO-10812,2026-06-18,North,Services,"$1,645.14"
SO-10813,2026-06-18,East,Hardware,"$3,885.30"
SO-10814,18 Jun 2026,North,Subscriptions,$364.45
SO-10815,06/19/2026,South,Hardware,"$2,780.91"
SO-10816,2026-06-19,South,Subscriptions,$515.62
SO-10780-R,19 Jun 2026,West,Services,"(5,630.14)"
SO-10817,2026-06-19,North,Subscriptions,"$1,494.37"
SO-10818,2026-06-19,North,Subscriptions,$500.25
SO-10819,06/19/2026,West,Services,"$1,327.98"
SO-10820,06/19/2026,East,Subscriptions,"$1,316.07"
SO-10821,06/20/2026,North,Subscriptions,"$1,083.05"
SO-10822,2026-06-20,North,Hardware,"$4,260.71"
SO-10823,20 Jun 2026,East,Subscriptions,$133.04
SO-10824,2026-06-20,West,Hardware,"$7,812.13"
SO-10825,2026-06-20,North,Hardware,"$1,266.10"
SO-10376,2026-03-23,West,Hardware,"$3,463.17"
SO-10826,21 Jun 2026,South,Subscriptions,$939.60
SO-10827,2026-06-21,South,Subscriptions,$789.43
SO-10828,2026-06-21,East,Subscriptions,$507.32
SO-10829,21 Jun 2026,West,Hardware,"$5,196.42"
SO-10830,2026-06-21,North,Hardware,"$1,659.19"
SO-10831,22 Jun 2026,West,Hardware,"$4,374.99"
SO-10832,2026-06-22,West,Subscriptions,"$1,367.14"
SO-10833,06/22/2026,West,Hardware,"$1,887.83"
SO-10834,22 Jun 2026,North,Hardware,"$5,473.94"
SO-10147,30 Jan 2026,West,Hardware,"$3,716.70"
SO-10835,22 Jun 2026,South,Services,"$3,586.52"
SO-10836,06/23/2026,South,Subscriptions,$536.32
SO-10011,2026-01-02,North,Services,"$3,686.06"
SO-10837,2026-06-23,West,Hardware,"$6,871.42"
SO-10838,2026-06-23,West,Subscriptions,$432.88
SO-10839,06/23/2026,West,Subscriptions,$382.24
SO-10840,2026-06-23,East,Services,"$4,397.15"
SO-10841,06/24/2026,South,Subscriptions,$757.09
SO-10842,06/24/2026,East,Subscriptions,$823.40
SO-10843,24 Jun 2026,East,Subscriptions,$724.52
SO-10844,2026-06-24,South,Subscriptions,$210.23
SO-10804-R,06/24/2026,West,Hardware,"(5,461.44)"
SO-10845,2026-06-24,East,Hardware,"$5,653.92"
SO-10846,2026-06-25,South,Hardware,"$8,536.08"
SO-10847,2026-06-25,West,Subscriptions,"$1,473.58"
SO-10848,25 Jun 2026,North,Services,"$4,452.67"
SO-10849,2026-06-25,East,Services,"$4,521.20"
SO-10850,2026-06-25,South,Services,"$5,200.43"
SO-10851,25 Jun 2026,East,Services,"$3,742.75"
SO-10852,2026-06-26,South,Subscriptions,$726.82
SO-10853,2026-06-26,North,Hardware,"$2,889.22"
SO-10854,2026-06-26,East,Subscriptions,$696.96
SO-10855,26 Jun 2026,East,Hardware,"$8,295.67"
SO-10856,2026-06-26,North,Services,"$3,583.90"
SO-10857,06/26/2026,East,Subscriptions,$610.52
SO-10858,26 Jun 2026,West,Subscriptions,$290.80
SO-10859,26 Jun 2026,South,Hardware,"$2,230.96"
SO-10860,2026-06-27,East,Subscriptions,$294.08
SO-10861,06/27/2026,South,Hardware,"$5,378.40"
SO-10862,27 Jun 2026,East,Services,"$2,593.58"
SO-10863,06/27/2026,North,Subscriptions,$724.08
SO-10864,2026-06-28,East,Hardware,"$2,600.76"
SO-10865,28 Jun 2026,West,Subscriptions,$551.07
SO-10866,2026-06-28,South,Hardware,"$6,887.22"
SO-10867,2026-06-29,South,Subscriptions,"$1,022.57"
SO-10868,06/29/2026,South,Hardware,"$8,474.77"
SO-10869,06/29/2026,West,Subscriptions,$343.18
SO-10870,29 Jun 2026,East,Services,"$5,063.30"
SO-10871,06/29/2026,East,Subscriptions,"$1,467.85"
SO-10872,06/29/2026,North,Subscriptions,"$1,035.66"
SO-10873,06/29/2026,East,Subscriptions,"$1,329.24"
SO-10874,29 Jun 2026,North,Hardware,"$8,682.45"
SO-10875,30 Jun 2026,North,Services,"$2,971.63"
SO-10876,06/30/2026,North,Services,"$3,504.37"
SO-10877,06/30/2026,West,Subscriptions,"$1,464.62"
