Check #,Opened,Server,Menu Group,Item,Parent Item,Qty,Gross Price,Discount,Discount Reason,Net Price,Voided
40483,08/07/2026 01:12 PM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40483,08/07/2026 01:12 PM,Maribel,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40484,08/07/2026 10:45 AM,Maribel,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40484,08/07/2026 10:45 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40484,08/07/2026 10:45 AM,Maribel,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,1.00,No
40484,08/07/2026 10:45 AM,Maribel,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40485,08/07/2026 12:36 PM,Maribel,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40485,08/07/2026 12:36 PM,Maribel,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40485,08/07/2026 12:36 PM,Maribel,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40486,08/07/2026 11:10 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40486,08/07/2026 11:10 AM,Maribel,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
40487,08/07/2026 11:40 AM,Theo,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40487,08/07/2026 11:40 AM,Theo,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40487,08/07/2026 11:40 AM,Theo,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
40488,08/07/2026 10:39 AM,Theo,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40488,08/07/2026 10:39 AM,Theo,Modifiers,+ Vanilla syrup,Cold Brew,1,0.60,0.00,,0.60,No
40488,08/07/2026 10:39 AM,Theo,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40489,08/07/2026 10:00 AM,Maribel,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40489,08/07/2026 10:00 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40489,08/07/2026 10:00 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40489,08/07/2026 10:00 AM,Maribel,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
40490,08/07/2026 09:38 AM,Theo,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40490,08/07/2026 09:38 AM,Theo,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40491,08/07/2026 11:13 AM,Ines,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40492,08/07/2026 09:01 AM,Rashid,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40493,08/07/2026 02:09 PM,Theo,Coffee & Tea,Chai Tea,,1,4.75,2.38,Staff meal 50%,2.37,No
40494,08/07/2026 08:13 AM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40494,08/07/2026 08:13 AM,Theo,Modifiers,+ Add avocado,Breakfast Sandwich,1,2.00,0.00,,2.00,No
40495,08/07/2026 10:29 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40496,08/07/2026 02:09 PM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40496,08/07/2026 02:09 PM,Rashid,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
40496,08/07/2026 02:09 PM,Rashid,Modifiers,+ Extra shot,Cappuccino,1,1.00,0.00,,1.00,No
40497,08/07/2026 09:41 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40497,08/07/2026 09:41 AM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40498,08/07/2026 10:24 AM,Ines,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40498,08/07/2026 10:24 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40499,08/07/2026 10:27 AM,Theo,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40500,08/07/2026 07:20 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40500,08/07/2026 07:20 AM,Kai,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40500,08/07/2026 07:20 AM,Kai,Bakery,Blueberry Muffin,,1,3.50,3.50,Comp - manager,0.00,No
40501,08/07/2026 01:24 PM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40501,08/07/2026 01:24 PM,Ines,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40502,08/07/2026 11:50 AM,Theo,Lunch,Turkey Club,,1,13.50,6.75,Staff meal 50%,6.75,No
40502,08/07/2026 11:50 AM,Theo,Bakery,Chocolate Chip Cookie,,1,2.75,1.38,Staff meal 50%,1.37,No
40503,08/07/2026 11:45 AM,Rashid,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40503,08/07/2026 11:45 AM,Rashid,Modifiers,+ Add egg,Avocado Toast,1,1.50,0.00,,1.50,No
40504,08/07/2026 12:52 PM,Kai,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40504,08/07/2026 12:52 PM,Kai,Lunch,Turkey Club,,1,13.50,13.50,Comp - manager,0.00,No
40505,08/07/2026 10:23 AM,Theo,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
40505,08/07/2026 10:23 AM,Theo,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40505,08/07/2026 10:23 AM,Theo,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
40505,08/07/2026 10:23 AM,Theo,Modifiers,+ Extra shot,Cappuccino,1,1.00,0.00,,1.00,No
40506,08/07/2026 12:04 PM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,1.50,Staff meal 50%,1.50,No
40507,08/08/2026 10:18 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40507,08/08/2026 10:18 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40508,08/08/2026 08:44 AM,Theo,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40509,08/08/2026 08:32 AM,Rashid,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40509,08/08/2026 08:32 AM,Rashid,Modifiers,+ Add egg,Avocado Toast,1,1.50,0.00,,1.50,No
40509,08/08/2026 08:32 AM,Rashid,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40510,08/08/2026 07:36 AM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40510,08/08/2026 07:36 AM,Maribel,Modifiers,+ Oat milk,Cold Brew,1,0.75,0.00,,0.75,No
40510,08/08/2026 07:36 AM,Maribel,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
40511,08/08/2026 11:56 AM,Theo,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40511,08/08/2026 11:56 AM,Theo,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40512,08/08/2026 02:56 PM,Ines,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40512,08/08/2026 02:56 PM,Ines,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
40512,08/08/2026 02:56 PM,Ines,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40513,08/08/2026 08:34 AM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40513,08/08/2026 08:34 AM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40514,08/08/2026 07:29 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40514,08/08/2026 07:29 AM,Maribel,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,1.00,No
40515,08/08/2026 10:31 AM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40516,08/08/2026 09:41 AM,Theo,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40516,08/08/2026 09:41 AM,Theo,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
40516,08/08/2026 09:41 AM,Theo,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40517,08/08/2026 08:46 AM,Kai,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40518,08/08/2026 09:31 AM,Theo,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40518,08/08/2026 09:31 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40518,08/08/2026 09:31 AM,Theo,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40519,08/08/2026 10:32 AM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40519,08/08/2026 10:32 AM,Maribel,Modifiers,+ Oat milk,Cold Brew,1,0.75,0.00,,0.75,No
40519,08/08/2026 10:32 AM,Maribel,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40520,08/08/2026 12:03 PM,Kai,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40521,08/08/2026 01:29 PM,Ines,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40522,08/08/2026 01:37 PM,Maribel,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40522,08/08/2026 01:37 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40523,08/08/2026 12:45 PM,Rashid,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40524,08/08/2026 11:55 AM,Ines,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40524,08/08/2026 11:55 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40524,08/08/2026 11:55 AM,Ines,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
40525,08/08/2026 09:43 AM,Maribel,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40526,08/08/2026 08:55 AM,Maribel,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40526,08/08/2026 08:55 AM,Maribel,Coffee & Tea,Cappuccino,,1,4.75,0.00,,0.00,Yes
40526,08/08/2026 08:55 AM,Maribel,Modifiers,+ Extra shot,Cappuccino,1,1.00,0.00,,0.00,Yes
40526,08/08/2026 08:55 AM,Maribel,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40527,08/08/2026 10:34 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40528,08/08/2026 01:57 PM,Ines,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40528,08/08/2026 01:57 PM,Ines,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40529,08/08/2026 11:21 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40530,08/08/2026 02:06 PM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40530,08/08/2026 02:06 PM,Ines,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40531,08/08/2026 07:12 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40532,08/08/2026 10:16 AM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40532,08/08/2026 10:16 AM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40532,08/08/2026 10:16 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40532,08/08/2026 10:16 AM,Kai,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
40532,08/08/2026 10:16 AM,Kai,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
40533,08/08/2026 10:36 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40534,08/08/2026 09:49 AM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40534,08/08/2026 09:49 AM,Kai,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
40534,08/08/2026 09:49 AM,Kai,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40535,08/08/2026 11:16 AM,Ines,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40535,08/08/2026 11:16 AM,Ines,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40535,08/08/2026 11:16 AM,Ines,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40536,08/08/2026 01:44 PM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40536,08/08/2026 01:44 PM,Maribel,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
40536,08/08/2026 01:44 PM,Maribel,Modifiers,+ Add bacon,Turkey Club,1,2.50,0.00,,2.50,No
40536,08/08/2026 01:44 PM,Maribel,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40537,08/08/2026 10:45 AM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40538,08/08/2026 02:41 PM,Ines,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40538,08/08/2026 02:41 PM,Ines,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40538,08/08/2026 02:41 PM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,3.00,Comp - manager,0.00,No
40539,08/08/2026 07:15 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40540,08/08/2026 10:01 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40540,08/08/2026 10:01 AM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40540,08/08/2026 10:01 AM,Maribel,Modifiers,+ Vanilla syrup,Cold Brew,1,0.60,0.00,,0.60,No
40541,08/08/2026 10:28 AM,Rashid,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40542,08/08/2026 12:58 PM,Rashid,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40543,08/08/2026 07:12 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40543,08/08/2026 07:12 AM,Rashid,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40544,08/08/2026 02:52 PM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40544,08/08/2026 02:52 PM,Kai,Modifiers,+ Vanilla syrup,Latte,1,0.60,0.00,,0.60,No
40545,08/08/2026 01:57 PM,Maribel,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40546,08/08/2026 11:39 AM,Maribel,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40546,08/08/2026 11:39 AM,Maribel,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40546,08/08/2026 11:39 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40547,08/08/2026 12:28 PM,Kai,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40547,08/08/2026 12:28 PM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40547,08/08/2026 12:28 PM,Kai,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
40548,08/08/2026 01:07 PM,Theo,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40549,08/08/2026 10:41 AM,Theo,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40549,08/08/2026 10:41 AM,Theo,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40550,08/08/2026 02:46 PM,Theo,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
40551,08/08/2026 02:25 PM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40551,08/08/2026 02:25 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40552,08/08/2026 09:22 AM,Theo,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40553,08/08/2026 12:55 PM,Rashid,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
40553,08/08/2026 12:55 PM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40554,08/09/2026 10:13 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40555,08/09/2026 02:15 PM,Rashid,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40555,08/09/2026 02:15 PM,Rashid,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40556,08/09/2026 09:19 AM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40556,08/09/2026 09:19 AM,Kai,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40557,08/09/2026 11:21 AM,Kai,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40558,08/09/2026 11:49 AM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40558,08/09/2026 11:49 AM,Theo,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
40558,08/09/2026 11:49 AM,Theo,Modifiers,+ Vanilla syrup,Latte,1,0.60,0.00,,0.60,No
40558,08/09/2026 11:49 AM,Theo,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40559,08/09/2026 11:13 AM,Rashid,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
40559,08/09/2026 11:13 AM,Rashid,Modifiers,+ Add bacon,Turkey Club,1,2.50,0.00,,2.50,No
40560,08/09/2026 10:30 AM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40560,08/09/2026 10:30 AM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40560,08/09/2026 10:30 AM,Kai,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,1.00,No
40561,08/09/2026 02:46 PM,Rashid,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
40562,08/09/2026 07:39 AM,Rashid,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40563,08/09/2026 08:29 AM,Maribel,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40563,08/09/2026 08:29 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40564,08/09/2026 02:33 PM,Rashid,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
40564,08/09/2026 02:33 PM,Rashid,Modifiers,+ Add bacon,Turkey Club,1,2.50,0.00,,2.50,No
40565,08/09/2026 07:24 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40565,08/09/2026 07:24 AM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40565,08/09/2026 07:24 AM,Theo,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
40566,08/09/2026 11:48 AM,Rashid,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40566,08/09/2026 11:48 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40567,08/09/2026 02:05 PM,Theo,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40568,08/09/2026 08:15 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40568,08/09/2026 08:15 AM,Maribel,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40569,08/09/2026 10:24 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40569,08/09/2026 10:24 AM,Theo,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40570,08/09/2026 02:22 PM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40570,08/09/2026 02:22 PM,Ines,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40571,08/09/2026 09:51 AM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40571,08/09/2026 09:51 AM,Kai,Coffee & Tea,Cappuccino,,1,4.75,4.75,Comp - manager,0.00,No
40571,08/09/2026 09:51 AM,Kai,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40572,08/09/2026 11:08 AM,Maribel,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40573,08/09/2026 10:56 AM,Ines,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40574,08/09/2026 11:15 AM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40574,08/09/2026 11:15 AM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40574,08/09/2026 11:15 AM,Theo,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
40575,08/09/2026 01:20 PM,Maribel,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40576,08/09/2026 08:15 AM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40577,08/09/2026 11:46 AM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40577,08/09/2026 11:46 AM,Theo,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40578,08/09/2026 08:08 AM,Ines,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40578,08/09/2026 08:08 AM,Ines,Modifiers,+ Vanilla syrup,Cold Brew,1,0.60,0.00,,0.60,No
40579,08/09/2026 01:39 PM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40579,08/09/2026 01:39 PM,Maribel,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40579,08/09/2026 01:39 PM,Maribel,Modifiers,+ Add egg,Avocado Toast,1,1.50,0.00,,1.50,No
40580,08/09/2026 02:27 PM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40580,08/09/2026 02:27 PM,Rashid,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40581,08/09/2026 12:01 PM,Maribel,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40582,08/09/2026 10:54 AM,Theo,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
40583,08/09/2026 02:04 PM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40583,08/09/2026 02:04 PM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
40583,08/09/2026 02:04 PM,Theo,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
40584,08/09/2026 11:50 AM,Rashid,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
40585,08/09/2026 11:34 AM,Kai,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40585,08/09/2026 11:34 AM,Kai,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
40585,08/09/2026 11:34 AM,Kai,Modifiers,+ Add bacon,Turkey Club,1,2.50,0.00,,2.50,No
40586,08/09/2026 08:25 AM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40586,08/09/2026 08:25 AM,Theo,Bakery,Croissant,,1,3.75,3.75,Comp - manager,0.00,No
40587,08/09/2026 11:00 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40588,08/09/2026 01:21 PM,Maribel,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40589,08/09/2026 10:02 AM,Maribel,Bakery,Chocolate Chip Cookie,,1,2.75,1.38,Staff meal 50%,1.37,No
40589,08/09/2026 10:02 AM,Maribel,Coffee & Tea,Cappuccino,,1,4.75,2.38,Staff meal 50%,2.37,No
40589,08/09/2026 10:02 AM,Maribel,Bakery,Croissant,,1,3.75,1.88,Staff meal 50%,1.87,No
40590,08/09/2026 07:03 AM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40590,08/09/2026 07:03 AM,Kai,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
40590,08/09/2026 07:03 AM,Kai,Modifiers,+ Extra shot,Cappuccino,1,1.00,0.00,,1.00,No
40590,08/09/2026 07:03 AM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40590,08/09/2026 07:03 AM,Kai,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
40590,08/09/2026 07:03 AM,Kai,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,1.00,No
40591,08/09/2026 09:44 AM,Kai,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40591,08/09/2026 09:44 AM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
40592,08/09/2026 02:59 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,3.00,Comp - manager,0.00,No
40593,08/09/2026 10:09 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40594,08/09/2026 09:29 AM,Ines,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40594,08/09/2026 09:29 AM,Ines,Modifiers,+ Vanilla syrup,Cold Brew,1,0.60,0.00,,0.60,No
40594,08/09/2026 09:29 AM,Ines,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
40595,08/09/2026 12:00 PM,Kai,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40596,08/09/2026 12:00 PM,Rashid,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
40596,08/09/2026 12:00 PM,Rashid,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
40597,08/09/2026 10:15 AM,Maribel,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40597,08/09/2026 10:15 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40598,08/09/2026 12:37 PM,Ines,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40599,08/09/2026 02:33 PM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40599,08/09/2026 02:33 PM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
40599,08/09/2026 02:33 PM,Rashid,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
40600,08/09/2026 01:26 PM,Maribel,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40600,08/09/2026 01:26 PM,Maribel,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40601,08/09/2026 01:39 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40601,08/09/2026 01:39 PM,Maribel,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40602,08/09/2026 12:36 PM,Kai,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40603,08/10/2026 01:05 PM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
40604,08/10/2026 01:19 PM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
40604,08/10/2026 01:19 PM,Rashid,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
40605,08/10/2026 11:48 AM,Kai,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
40605,08/10/2026 11:48 AM,Kai,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
40606,08/10/2026 10:29 AM,Maribel,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
40606,08/10/2026 10:29 AM,Maribel,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
