Check #,Opened,Server,Menu Group,Item,Parent Item,Qty,Gross Price,Discount,Discount Reason,Net Price,Voided
37370,07/07/2026 10:08 AM,Kai,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37370,07/07/2026 10:08 AM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37371,07/07/2026 09:18 AM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37372,07/07/2026 01:35 PM,Theo,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,0.00,Yes
37372,07/07/2026 01:35 PM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37373,07/07/2026 11:56 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37373,07/07/2026 11:56 AM,Maribel,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37374,07/07/2026 09:19 AM,Rashid,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37374,07/07/2026 09:19 AM,Rashid,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37374,07/07/2026 09:19 AM,Rashid,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37375,07/07/2026 01:56 PM,Rashid,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37375,07/07/2026 01:56 PM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37375,07/07/2026 01:56 PM,Rashid,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
37375,07/07/2026 01:56 PM,Rashid,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37375,07/07/2026 01:56 PM,Rashid,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37376,07/07/2026 12:48 PM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37376,07/07/2026 12:48 PM,Theo,Modifiers,+ Vanilla syrup,Latte,1,0.60,0.00,,0.60,No
37376,07/07/2026 12:48 PM,Theo,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37377,07/07/2026 02:39 PM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37377,07/07/2026 02:39 PM,Rashid,Modifiers,+ Extra shot,Cappuccino,1,1.00,0.00,,1.00,No
37377,07/07/2026 02:39 PM,Rashid,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37378,07/07/2026 07:39 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37378,07/07/2026 07:39 AM,Ines,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
37379,07/07/2026 09:58 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37379,07/07/2026 09:58 AM,Maribel,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37380,07/07/2026 09:33 AM,Maribel,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37380,07/07/2026 09:33 AM,Maribel,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37380,07/07/2026 09:33 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37381,07/07/2026 02:40 PM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37381,07/07/2026 02:40 PM,Ines,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37381,07/07/2026 02:40 PM,Ines,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37381,07/07/2026 02:40 PM,Ines,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
37382,07/07/2026 07:33 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37383,07/07/2026 02:35 PM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37383,07/07/2026 02:35 PM,Rashid,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37383,07/07/2026 02:35 PM,Rashid,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37384,07/07/2026 08:32 AM,Theo,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37385,07/07/2026 01:35 PM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37385,07/07/2026 01:35 PM,Theo,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37385,07/07/2026 01:35 PM,Theo,Modifiers,+ Add avocado,Breakfast Sandwich,1,2.00,0.00,,2.00,No
37385,07/07/2026 01:35 PM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37386,07/07/2026 07:49 AM,Maribel,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37386,07/07/2026 07:49 AM,Maribel,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
37386,07/07/2026 07:49 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37386,07/07/2026 07:49 AM,Maribel,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
37387,07/07/2026 12:58 PM,Maribel,Coffee & Tea,Latte,,1,5.25,2.62,Staff meal 50%,2.63,No
37387,07/07/2026 12:58 PM,Maribel,Modifiers,+ Oat milk,Latte,1,0.75,0.38,Staff meal 50%,0.37,No
37387,07/07/2026 12:58 PM,Maribel,Bakery,Blueberry Muffin,,1,3.50,1.75,Staff meal 50%,1.75,No
37388,07/07/2026 10:22 AM,Kai,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
37389,07/07/2026 11:44 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37389,07/07/2026 11:44 AM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37390,07/07/2026 08:00 AM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37390,07/07/2026 08:00 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37391,07/07/2026 03:00 PM,Maribel,Coffee & Tea,Cappuccino,,1,4.75,4.75,Comp - manager,0.00,No
37391,07/07/2026 03:00 PM,Maribel,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.75,Comp - manager,0.00,No
37392,07/07/2026 09:01 AM,Kai,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37393,07/07/2026 01:19 PM,Kai,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37394,07/07/2026 11:44 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37395,07/07/2026 01:43 PM,Theo,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37395,07/07/2026 01:43 PM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37396,07/07/2026 07:58 AM,Kai,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37396,07/07/2026 07:58 AM,Kai,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37397,07/07/2026 11:03 AM,Maribel,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37397,07/07/2026 11:03 AM,Maribel,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37398,07/07/2026 11:17 AM,Rashid,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37399,07/08/2026 12:01 PM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37399,07/08/2026 12:01 PM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37399,07/08/2026 12:01 PM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37400,07/08/2026 08:06 AM,Rashid,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37400,07/08/2026 08:06 AM,Rashid,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
37400,07/08/2026 08:06 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37401,07/08/2026 12:44 PM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37401,07/08/2026 12:44 PM,Kai,Modifiers,+ Vanilla syrup,Latte,1,0.60,0.00,,0.60,No
37401,07/08/2026 12:44 PM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37402,07/08/2026 08:08 AM,Ines,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37402,07/08/2026 08:08 AM,Ines,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37402,07/08/2026 08:08 AM,Ines,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37403,07/08/2026 09:28 AM,Kai,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37403,07/08/2026 09:28 AM,Kai,Modifiers,+ Add bacon,Turkey Club,1,2.50,0.00,,2.50,No
37403,07/08/2026 09:28 AM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37404,07/08/2026 10:28 AM,Ines,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
37404,07/08/2026 10:28 AM,Ines,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37405,07/08/2026 01:29 PM,Ines,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
37406,07/08/2026 10:19 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37406,07/08/2026 10:19 AM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37406,07/08/2026 10:19 AM,Maribel,Modifiers,+ Vanilla syrup,Cold Brew,1,0.60,0.00,,0.60,No
37406,07/08/2026 10:19 AM,Maribel,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37407,07/08/2026 08:11 AM,Maribel,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37407,07/08/2026 08:11 AM,Maribel,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37407,07/08/2026 08:11 AM,Maribel,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37407,07/08/2026 08:11 AM,Maribel,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37407,07/08/2026 08:11 AM,Maribel,Modifiers,+ Add bacon,Turkey Club,1,2.50,0.00,,2.50,No
37408,07/08/2026 12:50 PM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37408,07/08/2026 12:50 PM,Maribel,Modifiers,+ Vanilla syrup,Latte,1,0.60,0.00,,0.60,No
37408,07/08/2026 12:50 PM,Maribel,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37408,07/08/2026 12:50 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37409,07/08/2026 11:14 AM,Ines,Lunch,Greek Salad,,1,12.00,0.00,,0.00,Yes
37409,07/08/2026 11:14 AM,Ines,Modifiers,+ Add avocado,Greek Salad,1,2.00,0.00,,0.00,Yes
37409,07/08/2026 11:14 AM,Ines,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37410,07/08/2026 12:48 PM,Kai,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37410,07/08/2026 12:48 PM,Kai,Modifiers,+ Add egg,Avocado Toast,1,1.50,0.00,,1.50,No
37410,07/08/2026 12:48 PM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37410,07/08/2026 12:48 PM,Kai,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37411,07/08/2026 11:16 AM,Kai,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37411,07/08/2026 11:16 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37411,07/08/2026 11:16 AM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37412,07/08/2026 02:01 PM,Rashid,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37412,07/08/2026 02:01 PM,Rashid,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37413,07/08/2026 09:08 AM,Theo,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37414,07/08/2026 01:57 PM,Ines,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37415,07/08/2026 12:36 PM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37415,07/08/2026 12:36 PM,Kai,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37416,07/08/2026 11:19 AM,Kai,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37416,07/08/2026 11:19 AM,Kai,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37417,07/08/2026 01:15 PM,Kai,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37418,07/08/2026 08:09 AM,Ines,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
37418,07/08/2026 08:09 AM,Ines,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37419,07/08/2026 09:17 AM,Ines,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37420,07/08/2026 08:31 AM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37420,07/08/2026 08:31 AM,Theo,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37420,07/08/2026 08:31 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37421,07/08/2026 09:43 AM,Ines,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37422,07/08/2026 12:24 PM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37422,07/08/2026 12:24 PM,Kai,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37422,07/08/2026 12:24 PM,Kai,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37423,07/08/2026 08:20 AM,Rashid,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37423,07/08/2026 08:20 AM,Rashid,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37424,07/08/2026 08:04 AM,Kai,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37424,07/08/2026 08:04 AM,Kai,Modifiers,+ Add bacon,Turkey Club,1,2.50,0.00,,2.50,No
37424,07/08/2026 08:04 AM,Kai,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37425,07/08/2026 07:17 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37425,07/08/2026 07:17 AM,Kai,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37426,07/08/2026 08:01 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37426,07/08/2026 08:01 AM,Kai,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
37426,07/08/2026 08:01 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37427,07/08/2026 07:11 AM,Rashid,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37427,07/08/2026 07:11 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37428,07/08/2026 09:55 AM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37429,07/08/2026 01:04 PM,Kai,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37429,07/08/2026 01:04 PM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37430,07/08/2026 03:00 PM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37430,07/08/2026 03:00 PM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37430,07/08/2026 03:00 PM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37431,07/08/2026 12:59 PM,Maribel,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37431,07/08/2026 12:59 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37431,07/08/2026 12:59 PM,Maribel,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37432,07/08/2026 07:50 AM,Rashid,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37433,07/08/2026 10:56 AM,Rashid,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37433,07/08/2026 10:56 AM,Rashid,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37433,07/08/2026 10:56 AM,Rashid,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
37434,07/08/2026 12:03 PM,Ines,Breakfast,Avocado Toast,,1,11.00,0.00,,0.00,Yes
37434,07/08/2026 12:03 PM,Ines,Modifiers,+ Add egg,Avocado Toast,1,1.50,0.00,,0.00,Yes
37434,07/08/2026 12:03 PM,Ines,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37435,07/08/2026 10:31 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37436,07/08/2026 09:45 AM,Theo,Lunch,Soup of the Day,,1,7.00,0.00,,0.00,Yes
37437,07/08/2026 08:35 AM,Rashid,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37437,07/08/2026 08:35 AM,Rashid,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,1.00,No
37437,07/08/2026 08:35 AM,Rashid,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37437,07/08/2026 08:35 AM,Rashid,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37438,07/08/2026 02:30 PM,Theo,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
37438,07/08/2026 02:30 PM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37439,07/08/2026 01:26 PM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37439,07/08/2026 01:26 PM,Maribel,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37439,07/08/2026 01:26 PM,Maribel,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
37440,07/08/2026 08:56 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37440,07/08/2026 08:56 AM,Maribel,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37440,07/08/2026 08:56 AM,Maribel,Modifiers,+ Add egg,Avocado Toast,1,1.50,0.00,,1.50,No
37440,07/08/2026 08:56 AM,Maribel,Modifiers,+ Gluten-free bread,Avocado Toast,1,1.50,0.00,,1.50,No
37441,07/08/2026 02:37 PM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37441,07/08/2026 02:37 PM,Kai,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37442,07/08/2026 01:59 PM,Ines,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37442,07/08/2026 01:59 PM,Ines,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37443,07/08/2026 09:29 AM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37443,07/08/2026 09:29 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37444,07/08/2026 12:10 PM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37444,07/08/2026 12:10 PM,Rashid,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37445,07/08/2026 10:34 AM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37445,07/08/2026 10:34 AM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37445,07/08/2026 10:34 AM,Theo,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37445,07/08/2026 10:34 AM,Theo,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
37446,07/08/2026 12:47 PM,Ines,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37446,07/08/2026 12:47 PM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37446,07/08/2026 12:47 PM,Ines,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37447,07/08/2026 09:07 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37447,07/08/2026 09:07 AM,Kai,Modifiers,+ Add avocado,Breakfast Sandwich,1,2.00,0.00,,2.00,No
37447,07/08/2026 09:07 AM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37448,07/08/2026 07:44 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37448,07/08/2026 07:44 AM,Rashid,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37449,07/08/2026 01:30 PM,Ines,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37450,07/08/2026 09:25 AM,Kai,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
37450,07/08/2026 09:25 AM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37451,07/09/2026 08:04 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37452,07/09/2026 10:48 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37452,07/09/2026 10:48 AM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,0.00,Yes
37452,07/09/2026 10:48 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37453,07/09/2026 11:32 AM,Theo,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37453,07/09/2026 11:32 AM,Theo,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
37453,07/09/2026 11:32 AM,Theo,Modifiers,+ Extra shot,Cappuccino,1,1.00,0.00,,1.00,No
37454,07/09/2026 10:59 AM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37454,07/09/2026 10:59 AM,Theo,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37454,07/09/2026 10:59 AM,Theo,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
37454,07/09/2026 10:59 AM,Theo,Modifiers,+ Add avocado,Breakfast Sandwich,1,2.00,0.00,,2.00,No
37454,07/09/2026 10:59 AM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37454,07/09/2026 10:59 AM,Theo,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
37455,07/09/2026 12:44 PM,Maribel,Breakfast,Avocado Toast,,1,11.00,5.50,Staff meal 50%,5.50,No
37455,07/09/2026 12:44 PM,Maribel,Modifiers,+ Add egg,Avocado Toast,1,1.50,0.75,Staff meal 50%,0.75,No
37455,07/09/2026 12:44 PM,Maribel,Lunch,Greek Salad,,1,12.00,6.00,Staff meal 50%,6.00,No
37456,07/09/2026 10:13 AM,Rashid,Coffee & Tea,Latte,,1,5.25,0.00,,0.00,Yes
37456,07/09/2026 10:13 AM,Rashid,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,0.00,Yes
37456,07/09/2026 10:13 AM,Rashid,Modifiers,+ Vanilla syrup,Latte,1,0.60,0.00,,0.00,Yes
37456,07/09/2026 10:13 AM,Rashid,Coffee & Tea,Cold Brew,,1,4.50,4.50,Comp - manager,0.00,No
37457,07/09/2026 01:26 PM,Maribel,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37457,07/09/2026 01:26 PM,Maribel,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
37457,07/09/2026 01:26 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37458,07/09/2026 08:51 AM,Rashid,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37458,07/09/2026 08:51 AM,Rashid,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
37458,07/09/2026 08:51 AM,Rashid,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37459,07/09/2026 10:15 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37460,07/09/2026 01:12 PM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37460,07/09/2026 01:12 PM,Maribel,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37461,07/09/2026 09:06 AM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37461,07/09/2026 09:06 AM,Kai,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37461,07/09/2026 09:06 AM,Kai,Modifiers,+ Oat milk,Cold Brew,1,0.75,0.00,,0.75,No
37461,07/09/2026 09:06 AM,Kai,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37462,07/09/2026 10:40 AM,Ines,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37462,07/09/2026 10:40 AM,Ines,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37462,07/09/2026 10:40 AM,Ines,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
37463,07/09/2026 09:56 AM,Kai,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37464,07/09/2026 08:53 AM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37464,07/09/2026 08:53 AM,Kai,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37464,07/09/2026 08:53 AM,Kai,Modifiers,+ Vanilla syrup,Cold Brew,1,0.60,0.00,,0.60,No
37465,07/09/2026 02:10 PM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37465,07/09/2026 02:10 PM,Maribel,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
37465,07/09/2026 02:10 PM,Maribel,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37466,07/09/2026 10:10 AM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37466,07/09/2026 10:10 AM,Rashid,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37467,07/09/2026 10:08 AM,Ines,Lunch,Turkey Club,,1,13.50,13.50,Comp - manager,0.00,No
37467,07/09/2026 10:08 AM,Ines,Modifiers,+ Add bacon,Turkey Club,1,2.50,2.50,Comp - manager,0.00,No
37467,07/09/2026 10:08 AM,Ines,Modifiers,+ No onions,Turkey Club,1,0.00,0.00,Comp - manager,0.00,No
37467,07/09/2026 10:08 AM,Ines,Breakfast,Avocado Toast,,1,11.00,11.00,Comp - manager,0.00,No
37468,07/09/2026 02:44 PM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37468,07/09/2026 02:44 PM,Theo,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
37468,07/09/2026 02:44 PM,Theo,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37468,07/09/2026 02:44 PM,Theo,Modifiers,+ Oat milk,Cold Brew,1,0.75,0.00,,0.75,No
37469,07/09/2026 01:56 PM,Theo,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37469,07/09/2026 01:56 PM,Theo,Modifiers,+ Oat milk,Cold Brew,1,0.75,0.00,,0.75,No
37469,07/09/2026 01:56 PM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37470,07/09/2026 08:09 AM,Maribel,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
