Order #,Order Date,Account,Import Batch,SKU,Product,Bags,Unit Price,Line Total
W-58328,08/03/2026,Kestrel Analytics,B0803-1,TL-AB-1,Assam Breakfast 1kg,3,$38.00,$114.00
W-58328,08/03/2026,Kestrel Analytics,B0803-1,TL-SK-1,Sencha Kagoshima 1kg,10,$62.00,$620.00
W-58329,08/03/2026,Ivy Lane Florist,B0803-1,TL-YG-1,Yunnan Gold 1kg,8,$58.00,$464.00
W-58330,08/03/2026,Juniper Street Cafe,B0803-2,TL-AB-1,Assam Breakfast 1kg,8,$38.00,$304.00
W-58330,08/03/2026,Juniper Street Cafe,B0803-2,TL-SK-1,Sencha Kagoshima 1kg,4,$62.00,$248.00
W-58331,08/03/2026,Kestrel Analytics,B0803-2,TL-AB-1,Assam Breakfast 1kg,2,$38.00,$76.00
W-58331,08/03/2026,Kestrel Analytics,B0803-2,TL-MC-1,Masala Chai 1kg,2,$41.00,$82.00
W-58332,08/04/2026,Larkspur Yoga,B0804-1,TL-EG-1,Earl Grey Cream 1kg,2,$44.00,$88.00
W-58332,08/04/2026,Larkspur Yoga,B0804-1,TL-SK-1,Sencha Kagoshima 1kg,10,$62.00,$620.00
W-58333,08/04/2026,Wren & Sparrow Bookshop,B0804-1,TL-CB-1,Chamomile Blossom 1kg,3,$36.00,$108.00
W-58334,08/04/2026,Larkspur Yoga,B0804-1,TL-AB-1,Assam Breakfast 1kg,3,$38.00,$114.00
W-58334,08/04/2026,Larkspur Yoga,B0804-1,TL-SK-1,Sencha Kagoshima 1kg,2,$62.00,$124.00
W-58334,08/04/2026,Larkspur Yoga,B0804-1,TL-EG-1,Earl Grey Cream 1kg,10,$44.00,$440.00
W-58335,08/05/2026,Driftwood Studio,B0805-1,TL-AB-1,Assam Breakfast 1kg,8,$38.00,$304.00
W-58336,08/05/2026,Glassworks Optical,B0805-1,TL-EG-1,Earl Grey Cream 1kg,6,$44.00,$264.00
W-58337,08/05/2026,Umber Ceramics,B0805-1,TL-YG-1,Yunnan Gold 1kg,3,$58.00,$174.00
W-58337,08/05/2026,Umber Ceramics,B0805-1,TL-MC-1,Masala Chai 1kg,6,$41.00,$246.00
W-58337,08/05/2026,Umber Ceramics,B0805-1,TL-AB-1,Assam Breakfast 1kg,2,$38.00,$76.00
W-58338,08/05/2026,Zephyr Bike Works,B0805-1,TL-SK-1,Sencha Kagoshima 1kg,4,$62.00,$248.00
W-58339,08/05/2026,Uptown Fitness,B0805-1,TL-AB-1,Assam Breakfast 1kg,2,$38.00,$76.00
W-58340,08/06/2026,Driftwood Studio,B0806-1,TL-EG-1,Earl Grey Cream 1kg,8,$44.00,$352.00
W-58340,08/06/2026,Driftwood Studio,B0806-1,TL-MC-1,Masala Chai 1kg,6,$41.00,$246.00
W-58341,08/06/2026,Larkspur Yoga,B0806-1,TL-MC-1,Masala Chai 1kg,8,$41.00,$328.00
W-58342,08/06/2026,Blue Heron Consulting,B0806-1,TL-MC-1,Masala Chai 1kg,3,$41.00,$123.00
W-58342,08/06/2026,Blue Heron Consulting,B0806-1,TL-SK-1,Sencha Kagoshima 1kg,4,$62.00,$248.00
W-58343,08/06/2026,Harbor Light Marine,B0806-1,TL-MC-1,Masala Chai 1kg,4,$41.00,$164.00
W-58344,08/06/2026,Driftwood Studio,B0806-1,TL-CB-1,Chamomile Blossom 1kg,12,$36.00,$432.00
W-58345,08/06/2026,Tamarack Brewing,B0806-2,TL-SK-1,Sencha Kagoshima 1kg,8,$62.00,$496.00
W-58346,08/06/2026,Riverbend Physio,B0806-2,TL-YG-1,Yunnan Gold 1kg,10,$58.00,$580.00
W-58347,08/06/2026,Kestrel Analytics,B0806-2,TL-MC-1,Masala Chai 1kg,6,$41.00,$246.00
W-58347,08/06/2026,Kestrel Analytics,B0806-2,TL-YG-1,Yunnan Gold 1kg,4,$58.00,$232.00
W-58347,08/06/2026,Kestrel Analytics,B0806-2,TL-EG-1,Earl Grey Cream 1kg,5,$44.00,$220.00
W-58348,08/06/2026,Ellington Bakeries,B0806-2,TL-YG-1,Yunnan Gold 1kg,6,$58.00,$348.00
W-58348,08/06/2026,Ellington Bakeries,B0806-2,TL-SK-1,Sencha Kagoshima 1kg,8,$62.00,$496.00
W-58348,08/06/2026,Ellington Bakeries,B0806-2,TL-AB-1,Assam Breakfast 1kg,8,$38.00,$304.00
W-58349,08/07/2026,Driftwood Studio,B0807-1,TL-SK-1,Sencha Kagoshima 1kg,2,$62.00,$124.00
W-58349,08/07/2026,Driftwood Studio,B0807-1,TL-YG-1,Yunnan Gold 1kg,12,$58.00,$696.00
W-58350,08/07/2026,Glassworks Optical,B0807-1,TL-YG-1,Yunnan Gold 1kg,2,$58.00,$116.00
W-58350,08/07/2026,Glassworks Optical,B0807-1,TL-AB-1,Assam Breakfast 1kg,4,$38.00,$152.00
W-58351,08/07/2026,Uptown Fitness,B0807-1,TL-AB-1,Assam Breakfast 1kg,8,$38.00,$304.00
W-58351,08/07/2026,Uptown Fitness,B0807-1,TL-EG-1,Earl Grey Cream 1kg,6,$44.00,$264.00
W-58351,08/07/2026,Uptown Fitness,B0807-1,TL-MC-1,Masala Chai 1kg,3,$41.00,$123.00
W-58352,08/07/2026,Harbor Light Marine,B0807-1,TL-EG-1,Earl Grey Cream 1kg,3,$44.00,$132.00
W-58353,08/08/2026,Riverbend Physio,B0808-1,TL-EG-1,Earl Grey Cream 1kg,12,$44.00,$528.00
W-58354,08/08/2026,Juniper Street Cafe,B0808-1,TL-CB-1,Chamomile Blossom 1kg,6,$36.00,$216.00
W-58355,08/08/2026,Blue Heron Consulting,B0808-1,TL-EG-1,Earl Grey Cream 1kg,2,$44.00,$88.00
W-58356,08/08/2026,Juniper Street Cafe,B0808-1,TL-AB-1,Assam Breakfast 1kg,2,$38.00,$76.00
W-58356,08/08/2026,Juniper Street Cafe,B0808-1,TL-MC-1,Masala Chai 1kg,10,$41.00,$410.00
W-58357,08/10/2026,Fernbrook Montessori,B0810-1,TL-CB-1,Chamomile Blossom 1kg,10,$36.00,$360.00
W-58357,08/10/2026,Fernbrook Montessori,B0810-1,TL-EG-1,Earl Grey Cream 1kg,2,$44.00,$88.00
W-58357,08/10/2026,Fernbrook Montessori,B0810-1,TL-GY-1,Golden Yunnan 1kg,2,$58.00,$116.00
W-58358,08/10/2026,Uptown Fitness,B0810-1,TL-EG-1,Earl Grey Cream 1kg,10,$44.00,$440.00
W-58358,08/10/2026,Uptown Fitness,B0810-1,TL-AB-1,Assam Breakfast 1kg,3,$38.00,$114.00
W-58359,08/10/2026,Meridian Title,B0810-1,TL-SK-1,Sencha Kagoshima 1kg,12,$62.00,$744.00
W-58359,08/10/2026,Meridian Title,B0810-1,TL-GY-1,Golden Yunnan 1kg,10,$58.00,$580.00
W-58360,08/10/2026,Larkspur Yoga,B0810-1,TL-AB-1,Assam Breakfast 1kg,12,$38.00,$456.00
W-58360,08/10/2026,Larkspur Yoga,B0810-1,TL-MC-1,Masala Chai 1kg,3,$41.00,$123.00
W-58360,08/10/2026,Larkspur Yoga,B0810-1,TL-GY-1,Golden Yunnan 1kg,12,$58.00,$696.00
W-58361,08/10/2026,Tamarack Brewing,B0810-2,TL-AB-1,Assam Breakfast 1kg,12,$38.00,$456.00
W-58361,08/10/2026,Tamarack Brewing,B0810-2,TL-GY-1,Golden Yunnan 1kg,12,$58.00,$696.00
W-58361,08/10/2026,Tamarack Brewing,B0810-2,TL-EG-1,Earl Grey Cream 1kg,8,$44.00,$352.00
W-58362,08/10/2026,Zephyr Bike Works,B0810-2,TL-AB-1,Assam Breakfast 1kg,3,$38.00,$114.00
W-58362,08/10/2026,Zephyr Bike Works,B0810-2,TL-GY-1,Golden Yunnan 1kg,8,$58.00,$464.00
W-58363,08/10/2026,Uptown Fitness,B0810-2,TL-SK-1,Sencha Kagoshima 1kg,4,$62.00,$248.00
W-58363,08/10/2026,Uptown Fitness,B0810-2,TL-AB-1,Assam Breakfast 1kg,5,$38.00,$190.00
W-58364,08/11/2026,Kestrel Analytics,B0811-1,TL-EG-1,Earl Grey Cream 1kg,4,$44.00,$176.00
W-58364,08/11/2026,Kestrel Analytics,B0811-1,TL-MC-1,Masala Chai 1kg,4,$41.00,$164.00
W-58364,08/11/2026,Kestrel Analytics,B0811-1,TL-AB-1,Assam Breakfast 1kg,4,$38.00,$152.00
W-58365,08/11/2026,Saltmarsh Kayaks,B0811-1,TL-AB-1,Assam Breakfast 1kg,6,$38.00,$228.00
W-58365,08/11/2026,Saltmarsh Kayaks,B0811-1,TL-EG-1,Earl Grey Cream 1kg,8,$44.00,$352.00
W-58366,08/11/2026,Harbor Light Marine,B0811-1,TL-AB-1,Assam Breakfast 1kg,2,$38.00,$76.00
W-58367,08/11/2026,Fernbrook Montessori,B0811-1,TL-EG-1,Earl Grey Cream 1kg,5,$44.00,$220.00
W-58368,08/12/2026,Fernbrook Montessori,B0812-1,TL-CB-1,Chamomile Blossom 1kg,12,$36.00,$432.00
W-58369,08/12/2026,Tamarack Brewing,B0812-1,TL-AB-1,Assam Breakfast 1kg,5,$38.00,$190.00
W-58369,08/12/2026,Tamarack Brewing,B0812-1,TL-GY-1,Golden Yunnan 1kg,12,$58.00,$696.00
W-58370,08/12/2026,Meridian Title,B0812-1,TL-AB-1,Assam Breakfast 1kg,12,$38.00,$456.00
W-58371,08/13/2026,Fernbrook Montessori,B0813-1,TL-SK-1,Sencha Kagoshima 1kg,2,$62.00,$124.00
W-58372,08/13/2026,Tamarack Brewing,B0813-1,TL-EG-1,Earl Grey Cream 1kg,2,$44.00,$88.00
W-58373,08/13/2026,Ivy Lane Florist,B0813-1,TL-EG-1,Earl Grey Cream 1kg,3,$44.00,$132.00
W-58374,08/13/2026,Saltmarsh Kayaks,B0813-1,TL-MC-1,Masala Chai 1kg,2,$41.00,$82.00
W-58375,08/13/2026,Meridian Title,B0813-2,TL-EG-1,Earl Grey Cream 1kg,10,$44.00,$440.00
W-58376,08/13/2026,Ellington Bakeries,B0813-2,TL-EG-1,Earl Grey Cream 1kg,5,$44.00,$220.00
W-58377,08/13/2026,Fernbrook Montessori,B0813-2,TL-AB-1,Assam Breakfast 1kg,6,$38.00,$228.00
W-58377,08/13/2026,Fernbrook Montessori,B0813-2,TL-EG-1,Earl Grey Cream 1kg,6,$44.00,$264.00
W-58378,08/13/2026,Meridian Title,B0813-2,TL-AB-1,Assam Breakfast 1kg,6,$38.00,$228.00
W-58379,08/13/2026,Larkspur Yoga,B0813-2,TL-EG-1,Earl Grey Cream 1kg,12,$44.00,$528.00
W-58379,08/13/2026,Larkspur Yoga,B0813-2,TL-MC-1,Masala Chai 1kg,4,$41.00,$164.00
W-58379,08/13/2026,Larkspur Yoga,B0813-2,TL-AB-1,Assam Breakfast 1kg,10,$38.00,$380.00
W-58380,08/14/2026,Umber Ceramics,B0814-1,TL-MC-1,Masala Chai 1kg,8,$41.00,$328.00
W-58380,08/14/2026,Umber Ceramics,B0814-1,TL-CB-1,Chamomile Blossom 1kg,10,$36.00,$360.00
W-58381,08/14/2026,Meridian Title,B0814-1,TL-EG-1,Earl Grey Cream 1kg,8,$44.00,$352.00
W-58382,08/14/2026,Ivy Lane Florist,B0814-1,TL-EG-1,Earl Grey Cream 1kg,5,$44.00,$220.00
W-58383,08/14/2026,Saltmarsh Kayaks,B0814-1,TL-AB-1,Assam Breakfast 1kg,12,$38.00,$456.00
W-58384,08/15/2026,Glassworks Optical,B0815-1,TL-MC-1,Masala Chai 1kg,5,$41.00,$205.00
W-58384,08/15/2026,Glassworks Optical,B0815-1,TL-AB-1,Assam Breakfast 1kg,10,$38.00,$380.00
W-58385,08/15/2026,Fernbrook Montessori,B0815-1,TL-MC-1,Masala Chai 1kg,6,$41.00,$246.00
W-58385,08/15/2026,Fernbrook Montessori,B0815-1,TL-EG-1,Earl Grey Cream 1kg,10,$44.00,$440.00
W-58386,08/17/2026,Larkspur Yoga,B0817-1,TL-EG-1,Earl Grey Cream 1kg,12,$44.00,$528.00
W-58387,08/17/2026,Blue Heron Consulting,B0817-1,TL-AB-1,Assam Breakfast 1kg,5,$38.00,$190.00
W-58387,08/17/2026,Blue Heron Consulting,B0817-1,TL-MC-1,Masala Chai 1kg,3,$41.00,$123.00
W-58388,08/17/2026,Blue Heron Consulting,B0817-1,TL-EG-1,Earl Grey Cream 1kg,4,$44.00,$176.00
W-58388,08/17/2026,Blue Heron Consulting,B0817-1,TL-AB-1,Assam Breakfast 1kg,6,$38.00,$228.00
W-58388,08/17/2026,Blue Heron Consulting,B0817-1,TL-CB-1,Chamomile Blossom 1kg,6,$36.00,$216.00
W-58389,08/17/2026,Tamarack Brewing,B0817-2,TL-EG-1,Earl Grey Cream 1kg,5,$44.00,$220.00
W-58390,08/17/2026,Larkspur Yoga,B0817-2,TL-EG-1,Earl Grey Cream 1kg,6,$44.00,$264.00
W-58390,08/17/2026,Larkspur Yoga,B0817-2,TL-SK-1,Sencha Kagoshima 1kg,12,$62.00,$744.00
W-58391,08/17/2026,Tamarack Brewing,B0817-2,TL-EG-1,Earl Grey Cream 1kg,4,$44.00,$176.00
W-58392,08/17/2026,Riverbend Physio,B0817-2,TL-AB-1,Assam Breakfast 1kg,4,$38.00,$152.00
W-58393,08/18/2026,Fernbrook Montessori,B0818-1,TL-EG-1,Earl Grey Cream 1kg,2,$44.00,$88.00
W-58394,08/18/2026,Driftwood Studio,B0818-1,TL-CB-1,Chamomile Blossom 1kg,6,$36.00,$216.00
W-58394,08/18/2026,Driftwood Studio,B0818-1,TL-EG-1,Earl Grey Cream 1kg,4,$44.00,$176.00
W-58395,08/18/2026,Ellington Bakeries,B0818-1,TL-GY-1,Golden Yunnan 1kg,4,$58.00,$232.00
W-58396,08/18/2026,Umber Ceramics,B0818-1,TL-AB-1,Assam Breakfast 1kg,3,$38.00,$114.00
W-58396,08/18/2026,Umber Ceramics,B0818-1,TL-EG-1,Earl Grey Cream 1kg,5,$44.00,$220.00
W-58396,08/18/2026,Umber Ceramics,B0818-1,TL-MC-1,Masala Chai 1kg,3,$41.00,$123.00
W-58397,08/18/2026,Fernbrook Montessori,B0818-1,TL-AB-1,Assam Breakfast 1kg,3,$38.00,$114.00
W-58398,08/19/2026,Uptown Fitness,B0819-1,TL-AB-1,Assam Breakfast 1kg,10,$38.00,$380.00
W-58399,08/19/2026,Saltmarsh Kayaks,B0819-1,TL-AB-1,Assam Breakfast 1kg,6,$38.00,$228.00
W-58399,08/19/2026,Saltmarsh Kayaks,B0819-1,TL-MC-1,Masala Chai 1kg,8,$41.00,$328.00
W-58399,08/19/2026,Saltmarsh Kayaks,B0819-1,TL-EG-1,Earl Grey Cream 1kg,8,$44.00,$352.00
W-58400,08/19/2026,Blue Heron Consulting,B0819-1,TL-EG-1,Earl Grey Cream 1kg,12,$44.00,$528.00
W-58400,08/19/2026,Blue Heron Consulting,B0819-1,TL-AB-1,Assam Breakfast 1kg,3,$38.00,$114.00
W-58401,08/19/2026,Driftwood Studio,B0819-1,TL-AB-1,Assam Breakfast 1kg,12,$38.00,$456.00
W-58401,08/19/2026,Driftwood Studio,B0819-1,TL-EG-1,Earl Grey Cream 1kg,6,$44.00,$264.00
W-58401,08/19/2026,Driftwood Studio,B0819-1,TL-GY-1,Golden Yunnan 1kg,10,$58.00,$580.00
W-58402,08/19/2026,Uptown Fitness,B0819-2,TL-AB-1,Assam Breakfast 1kg,10,$38.00,$380.00
W-58403,08/19/2026,Saltmarsh Kayaks,B0819-2,TL-AB-1,Assam Breakfast 1kg,6,$38.00,$228.00
W-58403,08/19/2026,Saltmarsh Kayaks,B0819-2,TL-MC-1,Masala Chai 1kg,8,$41.00,$328.00
W-58403,08/19/2026,Saltmarsh Kayaks,B0819-2,TL-EG-1,Earl Grey Cream 1kg,8,$44.00,$352.00
W-58404,08/19/2026,Blue Heron Consulting,B0819-2,TL-EG-1,Earl Grey Cream 1kg,12,$44.00,$528.00
W-58404,08/19/2026,Blue Heron Consulting,B0819-2,TL-AB-1,Assam Breakfast 1kg,3,$38.00,$114.00
W-58405,08/19/2026,Driftwood Studio,B0819-2,TL-AB-1,Assam Breakfast 1kg,12,$38.00,$456.00
W-58405,08/19/2026,Driftwood Studio,B0819-2,TL-EG-1,Earl Grey Cream 1kg,6,$44.00,$264.00
W-58405,08/19/2026,Driftwood Studio,B0819-2,TL-GY-1,Golden Yunnan 1kg,10,$58.00,$580.00
W-58406,08/20/2026,Riverbend Physio,B0820-1,TL-GY-1,Golden Yunnan 1kg,4,$58.00,$232.00
W-58407,08/20/2026,Ellington Bakeries,B0820-1,TL-GY-1,Golden Yunnan 1kg,12,$58.00,$696.00
W-58407,08/20/2026,Ellington Bakeries,B0820-1,TL-AB-1,Assam Breakfast 1kg,10,$38.00,$380.00
W-58408,08/20/2026,Juniper Street Cafe,B0820-1,TL-EG-1,Earl Grey Cream 1kg,10,$44.00,$440.00
W-58408,08/20/2026,Juniper Street Cafe,B0820-1,TL-AB-1,Assam Breakfast 1kg,6,$38.00,$228.00
W-58408,08/20/2026,Juniper Street Cafe,B0820-1,TL-SK-1,Sencha Kagoshima 1kg,2,$62.00,$124.00
W-58409,08/20/2026,Wren & Sparrow Bookshop,B0820-1,TL-MC-1,Masala Chai 1kg,8,$41.00,$328.00
W-58409,08/20/2026,Wren & Sparrow Bookshop,B0820-1,TL-EG-1,Earl Grey Cream 1kg,8,$44.00,$352.00
W-58410,08/20/2026,Zephyr Bike Works,B0820-1,TL-AB-1,Assam Breakfast 1kg,4,$38.00,$152.00
W-58410,08/20/2026,Zephyr Bike Works,B0820-1,TL-GY-1,Golden Yunnan 1kg,6,$58.00,$348.00
W-58410,08/20/2026,Zephyr Bike Works,B0820-1,TL-CB-1,Chamomile Blossom 1kg,5,$36.00,$180.00
W-58411,08/20/2026,Zephyr Bike Works,B0820-2,TL-AB-1,Assam Breakfast 1kg,5,$38.00,$190.00
W-58411,08/20/2026,Zephyr Bike Works,B0820-2,TL-MC-1,Masala Chai 1kg,4,$41.00,$164.00
W-58412,08/20/2026,Zephyr Bike Works,B0820-2,TL-MC-1,Masala Chai 1kg,10,$41.00,$410.00
W-58412,08/20/2026,Zephyr Bike Works,B0820-2,TL-EG-1,Earl Grey Cream 1kg,6,$44.00,$264.00
W-58413,08/20/2026,Wren & Sparrow Bookshop,B0820-2,TL-CB-1,Chamomile Blossom 1kg,12,$36.00,$432.00
W-58413,08/20/2026,Wren & Sparrow Bookshop,B0820-2,TL-MC-1,Masala Chai 1kg,5,$41.00,$205.00
W-58413,08/20/2026,Wren & Sparrow Bookshop,B0820-2,TL-AB-1,Assam Breakfast 1kg,5,$38.00,$190.00
W-58414,08/20/2026,Umber Ceramics,B0820-2,TL-CB-1,Chamomile Blossom 1kg,3,$36.00,$108.00
W-58415,08/21/2026,Blue Heron Consulting,B0821-1,TL-AB-1,Assam Breakfast 1kg,5,$38.00,$190.00
W-58416,08/21/2026,Larkspur Yoga,B0821-1,TL-EG-1,Earl Grey Cream 1kg,10,$44.00,$440.00
W-58417,08/21/2026,Harbor Light Marine,B0821-1,TL-GY-1,Golden Yunnan 1kg,8,$58.00,$464.00
W-58417,08/21/2026,Harbor Light Marine,B0821-1,TL-SK-1,Sencha Kagoshima 1kg,12,$62.00,$744.00
W-58418,08/22/2026,Glassworks Optical,B0822-1,TL-AB-1,Assam Breakfast 1kg,6,$38.00,$228.00
W-58419,08/22/2026,Driftwood Studio,B0822-1,TL-EG-1,Earl Grey Cream 1kg,4,$44.00,$176.00
W-58419,08/22/2026,Driftwood Studio,B0822-1,TL-CB-1,Chamomile Blossom 1kg,12,$36.00,$432.00
W-58420,08/22/2026,Saltmarsh Kayaks,B0822-1,TL-EG-1,Earl Grey Cream 1kg,8,$44.00,$352.00
W-58420,08/22/2026,Saltmarsh Kayaks,B0822-1,TL-AB-1,Assam Breakfast 1kg,5,$38.00,$190.00
W-58421,08/22/2026,Fernbrook Montessori,B0822-1,TL-EG-1,Earl Grey Cream 1kg,4,$44.00,$176.00
W-58421,08/22/2026,Fernbrook Montessori,B0822-1,TL-MC-1,Masala Chai 1kg,5,$41.00,$205.00
W-58422,08/24/2026,Zephyr Bike Works,B0824-1,TL-GY-1,Golden Yunnan 1kg,12,$58.00,$696.00
W-58423,08/24/2026,Meridian Title,B0824-1,TL-EG-1,Earl Grey Cream 1kg,6,$44.00,$264.00
W-58423,08/24/2026,Meridian Title,B0824-1,TL-AB-1,Assam Breakfast 1kg,5,$38.00,$190.00
W-58423,08/24/2026,Meridian Title,B0824-1,TL-CB-1,Chamomile Blossom 1kg,5,$36.00,$180.00
W-58424,08/24/2026,Kestrel Analytics,B0824-1,TL-AB-1,Assam Breakfast 1kg,5,$38.00,$190.00
W-58424,08/24/2026,Kestrel Analytics,B0824-1,TL-EG-1,Earl Grey Cream 1kg,10,$44.00,$440.00
W-58424,08/24/2026,Kestrel Analytics,B0824-1,TL-CB-1,Chamomile Blossom 1kg,4,$36.00,$144.00
W-58425,08/24/2026,Glassworks Optical,B0824-1,TL-GY-1,Golden Yunnan 1kg,6,$58.00,$348.00
W-58426,08/24/2026,Tamarack Brewing,B0824-1,TL-AB-1,Assam Breakfast 1kg,5,$38.00,$190.00
W-58427,08/24/2026,Ellington Bakeries,B0824-2,TL-CB-1,Chamomile Blossom 1kg,5,$36.00,$180.00
W-58427,08/24/2026,Ellington Bakeries,B0824-2,TL-AB-1,Assam Breakfast 1kg,6,$38.00,$228.00
W-58428,08/24/2026,Blue Heron Consulting,B0824-2,TL-AB-1,Assam Breakfast 1kg,4,$38.00,$152.00
W-58428,08/24/2026,Blue Heron Consulting,B0824-2,TL-EG-1,Earl Grey Cream 1kg,5,$44.00,$220.00
W-58429,08/24/2026,Glassworks Optical,B0824-2,TL-AB-1,Assam Breakfast 1kg,3,$38.00,$114.00
W-58429,08/24/2026,Glassworks Optical,B0824-2,TL-EG-1,Earl Grey Cream 1kg,12,$44.00,$528.00
W-58430,08/24/2026,Larkspur Yoga,B0824-2,TL-AB-1,Assam Breakfast 1kg,10,$38.00,$380.00
W-58430,08/24/2026,Larkspur Yoga,B0824-2,TL-SK-1,Sencha Kagoshima 1kg,12,$62.00,$744.00
W-58431,08/24/2026,Fernbrook Montessori,B0824-2,TL-AB-1,Assam Breakfast 1kg,8,$38.00,$304.00
W-58431,08/24/2026,Fernbrook Montessori,B0824-2,TL-EG-1,Earl Grey Cream 1kg,5,$44.00,$220.00
W-58432,08/25/2026,Ellington Bakeries,B0825-1,TL-CB-1,Chamomile Blossom 1kg,8,$36.00,$288.00
W-58433,08/25/2026,Umber Ceramics,B0825-1,TL-EG-1,Earl Grey Cream 1kg,5,$44.00,$220.00
W-58434,08/25/2026,Harbor Light Marine,B0825-1,TL-EG-1,Earl Grey Cream 1kg,6,$44.00,$264.00
W-58435,08/26/2026,Zephyr Bike Works,B0826-1,TL-AB-1,Assam Breakfast 1kg,2,$38.00,$76.00
W-58436,08/26/2026,Glassworks Optical,B0826-1,TL-EG-1,Earl Grey Cream 1kg,2,$44.00,$88.00
W-58436,08/26/2026,Glassworks Optical,B0826-1,TL-CB-1,Chamomile Blossom 1kg,5,$36.00,$180.00
W-58437,08/26/2026,Riverbend Physio,B0826-1,TL-AB-1,Assam Breakfast 1kg,12,$38.00,$456.00
W-58437,08/26/2026,Riverbend Physio,B0826-1,TL-SK-1,Sencha Kagoshima 1kg,6,$62.00,$372.00
W-58437,08/26/2026,Riverbend Physio,B0826-1,TL-CB-1,Chamomile Blossom 1kg,10,$36.00,$360.00
W-58438,08/27/2026,Zephyr Bike Works,B0827-1,TL-CB-1,Chamomile Blossom 1kg,10,$36.00,$360.00
W-58438,08/27/2026,Zephyr Bike Works,B0827-1,TL-GY-1,Golden Yunnan 1kg,3,$58.00,$174.00
W-58439,08/27/2026,Meridian Title,B0827-1,TL-GY-1,Golden Yunnan 1kg,6,$58.00,$348.00
W-58440,08/27/2026,Riverbend Physio,B0827-1,TL-EG-1,Earl Grey Cream 1kg,12,$44.00,$528.00
W-58441,08/27/2026,Wren & Sparrow Bookshop,B0827-2,TL-EG-1,Earl Grey Cream 1kg,4,$44.00,$176.00
W-58442,08/27/2026,Uptown Fitness,B0827-2,TL-AB-1,Assam Breakfast 1kg,3,$38.00,$114.00
W-58442,08/27/2026,Uptown Fitness,B0827-2,TL-EG-1,Earl Grey Cream 1kg,6,$44.00,$264.00
W-58443,08/28/2026,Meridian Title,B0828-1,TL-MC-1,Masala Chai 1kg,8,$41.00,$328.00
W-58444,08/28/2026,Wren & Sparrow Bookshop,B0828-1,TL-MC-1,Masala Chai 1kg,8,$41.00,$328.00
W-58445,08/29/2026,Uptown Fitness,B0829-1,TL-SK-1,Sencha Kagoshima 1kg,5,$62.00,$310.00
W-58445,08/29/2026,Uptown Fitness,B0829-1,TL-MC-1,Masala Chai 1kg,8,$41.00,$328.00
W-58445,08/29/2026,Uptown Fitness,B0829-1,TL-AB-1,Assam Breakfast 1kg,10,$38.00,$380.00
W-58446,08/29/2026,Umber Ceramics,B0829-1,TL-EG-1,Earl Grey Cream 1kg,12,$44.00,$528.00
W-58446,08/29/2026,Umber Ceramics,B0829-1,TL-GY-1,Golden Yunnan 1kg,8,$58.00,$464.00
W-58447,08/31/2026,Wren & Sparrow Bookshop,B0831-1,TL-SK-1,Sencha Kagoshima 1kg,6,$62.00,$372.00
W-58447,08/31/2026,Wren & Sparrow Bookshop,B0831-1,TL-CB-1,Chamomile Blossom 1kg,2,$36.00,$72.00
W-58448,08/31/2026,Blue Heron Consulting,B0831-1,TL-EG-1,Earl Grey Cream 1kg,10,$44.00,$440.00
W-58448,08/31/2026,Blue Heron Consulting,B0831-1,TL-AB-1,Assam Breakfast 1kg,12,$38.00,$456.00
W-58448,08/31/2026,Blue Heron Consulting,B0831-1,TL-SK-1,Sencha Kagoshima 1kg,8,$62.00,$496.00
W-58449,08/31/2026,Kestrel Analytics,B0831-1,TL-MC-1,Masala Chai 1kg,8,$41.00,$328.00
W-58449,08/31/2026,Kestrel Analytics,B0831-1,TL-AB-1,Assam Breakfast 1kg,4,$38.00,$152.00
W-58449,08/31/2026,Kestrel Analytics,B0831-1,TL-SK-1,Sencha Kagoshima 1kg,2,$62.00,$124.00
W-58450,08/31/2026,Saltmarsh Kayaks,B0831-1,TL-EG-1,Earl Grey Cream 1kg,5,$44.00,$220.00
W-58450,08/31/2026,Saltmarsh Kayaks,B0831-1,TL-GY-1,Golden Yunnan 1kg,8,$58.00,$464.00
W-58451,08/31/2026,Driftwood Studio,B0831-2,TL-AB-1,Assam Breakfast 1kg,4,$38.00,$152.00
W-58451,08/31/2026,Driftwood Studio,B0831-2,TL-SK-1,Sencha Kagoshima 1kg,2,$62.00,$124.00
W-58452,08/31/2026,Tamarack Brewing,B0831-2,TL-MC-1,Masala Chai 1kg,2,$41.00,$82.00
W-58453,08/31/2026,Kestrel Analytics,B0831-2,TL-GY-1,Golden Yunnan 1kg,5,$58.00,$290.00
W-58453,08/31/2026,Kestrel Analytics,B0831-2,TL-AB-1,Assam Breakfast 1kg,8,$38.00,$304.00
W-58454,08/31/2026,Kestrel Analytics,B0831-2,TL-AB-1,Assam Breakfast 1kg,2,$38.00,$76.00
W-58455,09/01/2026,Zephyr Bike Works,B0901-1,TL-EG-1,Earl Grey Cream 1kg,10,$44.00,$440.00
W-58456,09/01/2026,Larkspur Yoga,B0901-1,TL-SK-1,Sencha Kagoshima 1kg,12,$62.00,$744.00
W-58456,09/01/2026,Larkspur Yoga,B0901-1,TL-GY-1,Golden Yunnan 1kg,10,$58.00,$580.00
W-58457,09/01/2026,Wren & Sparrow Bookshop,B0901-1,TL-GY-1,Golden Yunnan 1kg,8,$58.00,$464.00
